"Estimator" "Values" "Distribution" "Details"
"297" "True" 0.0953046307798318 "Beta(2,7)" "K=3, N=50"
"298" "True" 0.00911241940252595 "Beta(2,7)" "K=3, N=50"
"299" "True" 0.0498575858731949 "Beta(2,7)" "K=3, N=50"
"300" "True" 0.040479170243025 "Beta(2,7)" "K=3, N=50"
"301" "True" 0.0641821259859296 "Beta(2,7)" "K=3, N=50"
"302" "True" 0.0869409988699563 "Beta(2,7)" "K=3, N=50"
"303" "True" 0.0955235938264419 "Beta(2,7)" "K=3, N=50"
"304" "True" 0.040752114939203 "Beta(2,7)" "K=3, N=50"
"305" "True" 0.0637994418322056 "Beta(2,7)" "K=3, N=50"
"306" "True" 0.00311604254461632 "Beta(2,7)" "K=3, N=50"
"307" "True" 0.0404147912071046 "Beta(2,7)" "K=3, N=50"
"308" "True" 0.0200590013999232 "Beta(2,7)" "K=3, N=50"
"309" "True" 0.0621761032556903 "Beta(2,7)" "K=3, N=50"
"310" "True" 0.108750771659963 "Beta(2,7)" "K=3, N=50"
"311" "True" 0.0703724240531253 "Beta(2,7)" "K=3, N=50"
"312" "True" 0.0257338963076525 "Beta(2,7)" "K=3, N=50"
"313" "True" 0.0683466063960406 "Beta(2,7)" "K=3, N=50"
"314" "True" 0.0641089406570438 "Beta(2,7)" "K=3, N=50"
"315" "True" 0.0379271702637414 "Beta(2,7)" "K=3, N=50"
"316" "True" 0.0127876927022653 "Beta(2,7)" "K=3, N=50"
"317" "True" 0.0157565817747525 "Beta(2,7)" "K=3, N=50"
"318" "True" 0.00363506374175871 "Beta(2,7)" "K=3, N=50"
"319" "True" 0.0485920532266866 "Beta(2,7)" "K=3, N=50"
"320" "True" 0.0621855216009098 "Beta(2,7)" "K=3, N=50"
"321" "True" 0.01138896082561 "Beta(2,7)" "K=3, N=50"
"322" "True" 0.052982811742167 "Beta(2,7)" "K=3, N=50"
"323" "True" 0.0179827693989565 "Beta(2,7)" "K=3, N=50"
"324" "True" 0.0296966069497338 "Beta(2,7)" "K=3, N=50"
"325" "True" 0.0428646086443017 "Beta(2,7)" "K=3, N=50"
"326" "True" 0.0666907296539602 "Beta(2,7)" "K=3, N=50"
"327" "True" 0.0455310001846061 "Beta(2,7)" "K=3, N=50"
"328" "True" 0.0689447686296117 "Beta(2,7)" "K=3, N=50"
"329" "True" 0.0748863107123806 "Beta(2,7)" "K=3, N=50"
"330" "True" 0.0704396407986383 "Beta(2,7)" "K=3, N=50"
"331" "True" 0.0309159014553706 "Beta(2,7)" "K=3, N=50"
"332" "True" 0.0466234319947318 "Beta(2,7)" "K=3, N=50"
"333" "True" 0.068066465765595 "Beta(2,7)" "K=3, N=50"
"334" "True" 0.0673147352143731 "Beta(2,7)" "K=3, N=50"
"335" "True" 0.0561328225011474 "Beta(2,7)" "K=3, N=50"
"336" "True" 0.0150809271331422 "Beta(2,7)" "K=3, N=50"
"337" "True" 0.0181528021229611 "Beta(2,7)" "K=3, N=50"
"338" "True" 0.065345762726562 "Beta(2,7)" "K=3, N=50"
"339" "True" 0.0596230425855864 "Beta(2,7)" "K=3, N=50"
"340" "True" 0.0338638884151773 "Beta(2,7)" "K=3, N=50"
"341" "True" 0.101767732957094 "Beta(2,7)" "K=3, N=50"
"342" "True" 0.0747450524313513 "Beta(2,7)" "K=3, N=50"
"343" "True" 0.0833997451171353 "Beta(2,7)" "K=3, N=50"
"344" "True" 0.011959875504933 "Beta(2,7)" "K=3, N=50"
"345" "True" 0.0508139216021871 "Beta(2,7)" "K=3, N=50"
"346" "True" 0.0645912417013012 "Beta(2,7)" "K=3, N=50"
"347" "True" 0.0499205890902123 "Beta(2,7)" "K=3, N=50"
"348" "True" 0.018630209136551 "Beta(2,7)" "K=3, N=50"
"349" "True" 0.0201316388677666 "Beta(2,7)" "K=3, N=50"
"350" "True" 0.0334132129746243 "Beta(2,7)" "K=3, N=50"
