"argmaxes" "maxes"
"1" -0.36 0.651867934672186
"2" 0.81 -0.415448933280077
"3" 0.0700000000000003 1.13305282514521
"4" 0.36 2.23780815825813
"5" 0.5 0.309631356321767
"6" 0.72 1.3955769836105
"7" 0.0600000000000001 1.5363335053922
"8" 0.29 2.33496379134944
"9" -0.21 0.622940979675553
"10" -0.19 -0.397805951244213
"11" 0.22 0.641568798006362
"12" 0.38 -0.90277425202317
"13" 0.53 0.945106312543286
"14" -0.04 1.95867306141162
"15" -0.2 1.49094645770982
"16" 0.76 1.39286174466209
"17" -0.79 -1.13783653944534
"18" -0.65 0.784486045516726
"19" -0.0800000000000001 -0.250972943489737
"20" -0.68 0.68688801833109
"21" -0.1 2.33662287158634
"22" 0.0800000000000001 2.77205788364043
"23" -0.22 -0.0287583259016867
"24" -0.58 0.874880163195539
"25" -0.44 1.71981996841842
"26" -0.02 -0.410556694327385
"27" 0.59 -0.829601481088033
"28" 0.26 -0.305621431036166
"29" -0.04 2.23510497198042
"30" -0.36 2.01386278870295
"31" -0.56 -0.529168330563146
"32" -0.4 3.47635509929404
"33" -0.55 -1.93758201429205
"34" -0.04 1.99696233110573
"35" -0.34 1.55484129961166
"36" -0.73 -2.39051329311067
"37" -0.68 -0.11262015382206
"38" 0.33 0.169008675809446
"39" 0.32 0.192031734904331
"40" -0.28 -1.4633601862399
"41" 0.63 0.969343191660343
"42" -0.22 -0.122323012696467
"43" -0.17 1.411856302851
"44" 0.33 -3.98895573328921
"45" -0.4 -0.192782604907386
"46" 0.92 1.28715716820268
"47" 0.42 0.738569691444718
"48" -0.02 2.4085142868998
"49" 0.24 -1.54114089641356
"50" 0.0700000000000003 2.3494087222631
"51" -0.13 2.60529330373157
"52" -0.24 2.09051496331159
"53" 0.3 0.958255301919088
"54" 0.17 0.0437390433937455
"55" 0.27 1.5377037802502
"56" 0.25 1.86039861539234
"57" -0.58 -0.022873541215365
"58" 0.81 2.39613253952879
"59" 0.65 0.101697811779919
"60" 0.88 0.882201419534022
"61" 0.0600000000000001 1.12838323017436
"62" 1.11 0.0826296972254406
"63" 0.02 3.18552215166993
"64" 0.57 -0.34277302958422
"65" -0.42 2.3169061207175
"66" -0.18 -0.890833793028687
"67" -0.19 1.24975940204662
"68" 0.0300000000000002 -1.5887430526452
"69" -0.77 -1.01732520081932
"70" -0.4 -0.611279043123546
"71" 0.81 0.376453595955457
"72" 0.52 0.905667238947296
"73" -0.2 -0.303073446171962
"74" 0.75 3.78901020912081
"75" 0.1 1.90086915019205
"76" 0.0500000000000003 3.97670564202817
"77" -0.29 0.921554607618286
"78" -1.13 -2.43194367917203
"79" 0.5 1.49663565769002
"80" 0.0300000000000002 -0.767978982934161
"81" 0.26 1.67635624650843
"82" -0.64 -1.43336518614917
"83" -0.0800000000000001 1.84762090701862
"84" 0.0899999999999999 0.475365090122434
"85" 0.24 0.514107616276055
"86" 0.0300000000000002 2.56852272398307
"87" 0.12 0.217026061569788
"88" -0.54 -0.246840451909901
"89" -0.19 -1.87206333876864
"90" 0.49 2.10976071369015
"91" -0.56 0.284834758738877
"92" 0.35 2.86807470732048
"93" 0.02 4.09960129152512
"94" 0.14 -0.538127093531787
"95" 0.23 0.281968009506359
"96" 0.72 1.58119284246049
"97" 0.46 -0.580299093843231
"98" -0.15 1.03456661801621
"99" -0.57 0.499424279947537
"100" 0.26 -0.212861107363866
"101" -0.96 0.349966227033869
"102" 0.25 -0.789106736929304
"103" -0.32 0.39758209696157
"104" -0.00999999999999979 1.18790490442017
"105" -0.53 -1.60379013296351
"106" 0.28 1.16832709116412
"107" 0.4 -1.64500837949592
"108" 0.5 2.04162742562516
"109" 0.1 2.95860506798269
"110" 0.31 0.400024965304181
"111" -0.89 -0.58220610654698
"112" 0.11 3.08566370789011
"113" 0.13 0.253619809565772
"114" -0.43 -1.87678184805149
"115" -0.29 1.56454316126184
"116" -0.23 0.0284115680909115
"117" 0.0600000000000001 2.40348265016539
"118" -0.14 2.87479493962901
"119" -0.0600000000000001 0.918808020796572
"120" 0.22 0.469424689781361
"121" -0.04 -1.3021056423273
"122" -0.51 0.0958747560797379
"123" 0.34 2.83635505988375
"124" 0.18 1.28771079335971
"125" 1.58 2.88868558747039
"126" -0.63 -0.268062635370843
"127" 0.56 -0.408916401778565
"128" -0.29 -1.23972709771811
"129" -0.0800000000000001 -0.0848012192341402
"130" 0.51 3.5665217916377
"131" -0.00999999999999979 -3.07795998787014
"132" -0.37 -0.105347964087329
"133" -0.75 -0.226539346258002
"134" 0.97 1.69325906578841
"135" -0.29 4.02427586265085
"136" -0.84 -0.947937269700388
"137" -0.02 0.3256653874491
"138" -0.6 -0.143365338602091
"139" -0.44 0.145178201117396
"140" -0.58 -0.0786809580505731
"141" -0.32 2.45253091487838
"142" 0.0300000000000002 0.888389404569345
"143" -0.4 1.52701007066693
"144" 0.51 1.89987777230224
"145" 0.38 -0.971248600795277
"146" 0.14 2.28851669618365
"147" 0.27 0.137832107694184
"148" 0 0.811122506927938
"149" 0.0500000000000003 3.09097856128889
"150" 0.71 1.85661622506534
"151" 0.45 1.32874177899182
"152" -0.78 0.318540375361361
"153" -0.21 1.76523636888291
"154" 0.6 2.72069656512214
"155" -0.0800000000000001 -1.13769435767593
"156" 0.39 2.40022095556676
"157" 0.24 1.54035884686342
"158" -0.5 0.0231766151184743
"159" -0.42 -0.262873810934403
"160" 0.12 -1.16975252294194
"161" 0.48 1.89313457476766
"162" -0.77 0.441564863294376
"163" -0.00999999999999979 1.14928935327272
"164" 0.17 4.68422099407045
"165" -0.43 2.23697942983895
"166" -0.79 0.725334933632807
"167" 1.06 1.23275550605487
"168" 0.56 1.86806000438604
"169" -0.44 0.876376886747152
"170" -0.85 -1.86246435707109
"171" 0.27 0.188083959139468
"172" 0.58 1.80332372466109
"173" -0.38 -1.15910140811726
"174" -0.13 4.24942782463931
